Unnamed: 0,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,review_length,sentiment
35288,A3F3QQNI6PJ8FB,B000083JTP,"Joshua ""The Maggot""","[2, 12]","For starters, this is my brother's game, but I tried it out for like, fifteen minutes, before I got so bored I turned it off. This game is a pointless shoot 'em up where all you do is run around shooting this or sawing that. It's entertaining for a little bit watching the zombies fall apart at the hands(or blades) of Ash's chainsaw. But it's only a matter of time before the gameplay becomes so redundant you have no will to continue playing because all you do is chop stuff up(and what's with the strip clubs everywhere?!).There ARE spells that attempt to add some depth to the game, but when the day is over, you're left with the same shoot and slash garbage you started with when you turned the game on. Anyone into these kind of games should check out the Hunter games instead. They have better variation in weapons, and you can play with a friend. I would not recommend this game to ANYONE unless they're a die hard fan of the Evil Dead series.",0.0,senseless garbage,1091577600,"08 4, 2004",951,negative
35295,A1TVWBTPTHY6RE,B000083JTR,Bryan Gibson,"[0, 1]","I normally don't review a game before I've completed it, but, a quarter through, I feel the need to write a few words about Splinter Cell, a game which, for me, requires too much stealth. I've been hearing great things about this shooter for years, but now that I'm playing it I just don't understand what all the fuss was about. So far--and again, I'm hoping my lack of enthusiasm will vanish by Cell's half-way point--I'm just bored: I need explosions, blood, and gadgets galore, accompanied by an enthralling score that is a bombastic as the explosions. What I don't need is crouching and crawling and creeping around while trying to avoid what I want most: action, confrontation, and destruction. If anything, this game, so far, has made me appreciate even more a game I loved from the instant I pressed ""start"": Project Snowblind, an action-packed, though underrated extravaganza of bullets, bombs, great graphics and terrific music. Again, I'm hoping this review is premature; I'm hoping that at some point during the game Sam Fischer will stand erect, take aim and let the bullets fly...I'm hoping.",2.0,Not for Everyone,1202256000,"02 6, 2008",1105,negative
35298,AUR2CCN49HQXA,B000083JTR,"CDC ""MUDDERSHEEP""","[0, 8]","Before actually playing it, I was planning on buying it anyways, because of all the good reviews it had gotten, but thank God I played it at a store because it really didn't please me at all.  In the stealth-action genre, no game, and I mean no game at all, can even come remotely close to the entertainment that the Metal Gear Solid series provides.  The gameplay in Splinter Cell is quite unique, but there are weird things that you have to do like when you pick locks, you may be stumped, sitting there for 30 minutes trying to figure out how to pick the thing.To say I've seen better does not do my feelings justice.  In fact, I think that I'll go dig out my copy of Metal Gear Solid (the first one!)",1.0,"Eh, I've seen better",1050969600,"04 22, 2003",704,negative
35300,AJ5ZNIWA418M,B000083JTR,Cognitto,"[1, 1]","At first I was very excited about Splinter cell. It started out as usual with movement trainning and off we go with a lot of expectations. I think that's what got me... Too much expectation and I have played games like this before...Despite of all the reviews and good ratings, I found this game boring after 4 hours of game play. It was repetitive and AI's of enemy wasn't so intelligent as I hope to be. There wasn't much of action either. I was thinking about giving two stars but because of the quality of the game I gave 3.",2.0,An O.K. game...,1064448000,"09 25, 2003",528,negative
35301,A1Z1DI1O6FWC57,B000083JTR,ConnorTheNinjaProGamer83,"[0, 0]",On training i have too press something i press all of the buttons on my ps2 controller nothing works i dont really like this game that much but its kinda good 6/10,2.0,Okay Game but controls are terrible,1403222400,"06 20, 2014",163,negative
35304,A3NN4RTUN0LHBN,B000083JTR,George Rownd,"[1, 4]","This is your average stealth game. Not enough action and to much not knowing what to do or where to go. The levels are OK. Everyone thinks the graphics are good, but they really aren't as good as they think. Not very fun at all. There aren't any good tom clancy game and this continues the streak.",2.0,I hate tom clancy games and this is no exception,1072915200,"01 1, 2004",297,negative
35317,A3GKGQWAMDK2T,B000083JTR,msnola,"[2, 6]","Trial and error: try something, screw it up, try it again till u get it right....this is in short the gameplay...it comes with the genre",2.0,"its cool, and fun...but its one of the trial and error games",1114214400,"04 23, 2005",136,negative
35320,A2QH5NMHW1KTJ1,B000083JTR,newfound32,"[0, 1]","it is a great game but its to easy. it is a great game, like i was about to give it 4 stars. it only took me 5 hours straight. i mean cmon. not 5 like 4 mabe whatever something like that. its still pretty good like if it was 10 bucks id buy it but it isnt so i wont. it loads to long also because ps2 is the slowest system of all of the systems",2.0,to easyyy.........,1072310400,"12 25, 2003",344,negative
35328,A1FZNCX1PBUU2O,B000083JTR,"R. Kaka ""tarzmanian""","[2, 4]","i'd been looking forward to this game for ages, and i just started playing it last night, so this review might not be tops.first the bad.......no radar or map, so you can't see any bad guys before you get into a room and you can't tell which way you're supposed to be going. its like the prehistoric tomb raider, where you just have to run around and finally find a door that opens. also, sam fisher, the guy, can't do any hand to hand combat, you either shoot the bad guys or sneak up behind em. so if you're out of bullets this can be a royal pain, cause you'll just get shot. lastly, the camera angle can get very frustrating, cause you keep having to move it to see in diffrent directions.now the good, graphics are good, not the best, but not bad either. gameplay is ok, lack of radar and hand to hand combat are a big minus. you can interact with basically anything in the enviroment though which is quite cool.overall, this game is just average, quite an anti-climax for a much anticipated game. i guess i was looking for a better metal gear solid, this isn't it. its good, but not as good as metal gear.hope this review helped.",2.0,Good enough,1050019200,"04 11, 2003",1135,negative
35353,A1SX8V30IP3NFP,B000083JTS,"Yuri Cunha ""Juggalo""","[3, 5]","Splinter Cell looked like an enhanced Metal Gear Solid for me, before I've played it... And that's not quite it..You're Sam Fisher, hired for the CIA. You can kill, spy, do whatever you want, but if you get caught, the American Government will deny your existence.- Graphics: The shadows are pretty good, the scenaries are nice too, the visors look like Metroid Prime's, but the graphics cannot be compared to Resident Evil Zero, Resident Evil and Metroid Prime for the GameCube. But it's not bad, definetly...- Sound: The voice acting is OK, the sound overall isn't the best ever, but it's not bad. You just don't notice that... But it makes you nervous, happy or whatever that's up to that situation...- Fun: The game is fun because you have to be very stealthy, throw objects to make guards look confused.. It's like Metal Gear Solid, but with different elements of stealth.- Educative: You kill terrorists, right? You're working for a good cause... If you kill any civilians, the missions are over.Overall, it's cool, but not a great game. Just rent it, unless you really like games like Metal Gear Solid. The replay value isn't that great because once you beat it there aren't so much extras.... And the game is really hard too...",2.0,"Splinter Cell - Hard, Fun, But Not Great",1053216000,"05 18, 2003",1235,negative
35354,A9HDBCHD29JVM,B000083JTS,Zeke Thompson,"[0, 0]",I have to say I am a big fan of the Splinter Cell games but with the new ones out this game just seems so hard to play. And the lack of a save option can be frustrating at times. A lot of times. If your craving some classic Splinter Cell you may find it a better idea to get the Classic HD Trilogy for the Current Gens.,1.0,Fun and Frustrating,1388966400,"01 6, 2014",319,negative
35360,AZQ7O73EAS3VI,B000083JX6,David J. Martin,"[1, 3]","Good game for a while. The AI is horrible stupid though, or extremely smart there is no inbetween. I think AOE is far better. I played EE2 though and it was better as well. Skip this game and check out EE2, or go get AOE or maybe even RoN",2.0,Not bad,1285545600,"09 27, 2010",238,negative
35376,A1DU6O0S1LSD2V,B000083JXD,"Deadlius Fredicus Rex ""DeadlyFred""","[24, 29]","I really can not believe the 5 star reviews for this game.  I can only assume that it gets an extra 3 automatically for being the sequel to the &quot;1999 Game of the Year&quot; (as Sierra is so fond of advertising).I'm a big fan of the Homeworld series and enjoyed the two previous installments greatly, so needless to say I was quite looking forward to cracking open HW2.  The demo wasn't exactly inspiring, I wasn't really fond of some of the modifications that were made to the game's basic formula.  Namely the inclusion of unit &quot;squadrons&quot; and a more emphasised &quot;paper-rock-scissors&quot; balance scheme.  Even so, I managed to talk myself into shelling out 40 bucks for the game... d'oh!Despite all the &quot;its too hard!&quot; comments floating around, I was undaunted, I don't mind a challenge.  Unfortunately, the challenge in HW2 is afforded mostly by a test of how fast you can click your mouse and navigate around the (nicely updated) interface.  A typical campaign mission in HW2 consists mostly of you constantly trying to repel a ceaseless barrage of enemy ships... while trying to complete both your mission goals, AND without sucking up every single resource unit on the map before you get there.I'm giving it 3 stars, for the following things:  Graphics, Sound, Design, and an at least moderately fun Skirmish mode.  Everything else, in my humble opinion, is just nonexistant.  I shudder to think how well a newcommer would fare in HW2, I consider myself a pretty decent RTS gamer and I still find it a frustrating experience. Not to mention, there is only a single campaign, rather than one for each faction... I hope this doesn't become the next RTS trend.In short, HW2 has everything going for it except what matters - gameplay.  I play games to relax and enjoy, not to be irritated and driven out of my mind.  Very disappointed, I hope Relic lets Barking Dog Studios (who did HW: Cataclysm) handle the next installment of this series.",1.0,Let's be objective,1067731200,"11 2, 2003",1973,negative
35388,A247SEXW47UU1P,B000083JXD,Troy Gordon,"[4, 9]","The graphics are improved, the engine is improved, the game play sucks.  No longer are you thinking about what to build, how to maneuver your formations and where to have them focus.  This is bigger picture, and I honestly think it takes most of the fun away from the old one.  If they only improved the originals graphics and added a few more ships and another great story.  This story is terrible, and almost non existent.  No book breaking down everything for you like the original had, no feeling of discovery, and none of the personal attachment or feeling of control you felt in the first one.  Formations have been replaced with types of doctrinalish tasks like Frigate Screen.  Instead of building your own formations out of whatever you liked and moving it how and where you liked, now you build fleets you have little control over.  Not gratifying.  You don't build individual units like you did in the first one, except on the frigate and above level.  Now you build little wings of 3 or so that do your bidding.  The worst thing they screwed up was the research.  No longer do you research for you fleet in general, now every ship must have a research facility installed on its actual superstructure (read: money invested in worthless technology you already own on another vessel to move on to the next stage...).  Lots of money spent on the R&D.  Nothing was simple about this game, and Sierra let us all down.  Great ideas like upgrades and disabling specific portions of enemy capital ships sound great in theory, but fail to turn into fun once the gaming starts.  If you never played the first one, maybe this will be satisfying, but I have my doubts.  Look elsewhere.  If you enjoyed the first one, don't bother with this one, look elsewhere.  Or stick with the original.  Think of it like the 2nd and 3rd Matrix movies that you wish never existed.",0.0,Remember how good Homeworld was?  Prepare to be disappointed.,1193875200,"11 1, 2007",1865,negative
35390,A2MBGLS7N5GC58,B000083JXT,A. Richins,"[8, 11]","I was happy to see LORII was being made when it was first announced way back in 2001.  As soon as I heard the developers were going to defect to the RTS craze, I knew it was a lost cause.  There has been more RTS crap churned out than ever before..RTS SUCKS because you don't have time to strategize.  It's the same old boring repetitive crap.  Yet developers keep making the same garbage.LORIII was supposed to be realized in christmas of 2002, then spring 2003, then winter 2003, ugg, I can't remember how many times it was delayed.  You can tell the project must have been in total chaos.Word to the game developers...try making a game that actually requires thought and strategy.",0.0,Ha! And this game was 4 years in the making! LMAO!,1080950400,"04 3, 2004",683,negative
35391,A23GDZJJ2PJEHS,B000083JXT,"avilr ""avilr""","[0, 0]","I bought this game one month ago, together with &quot;American Conquest Fight Back&quot;, if I liked the last one as top of the bunch, LOTR III is bottom.I'll try to sell my copy, and desperately look for an used copy of the first version.",0.0,Newer not always is better,1081728000,"04 12, 2004",239,negative
35393,A4IJAIG9455PT,B000083JXT,Blah,"[16, 17]","This is unbelievable. All the great things about the Lords of the Realm II have been removed and nothing good has been added.  Gone is the management of the territory resources, instead you simply assign a vassal to an area and they produce just one type of resources.  To make matters worse, you armies are produced automatically so you dont even get to choose your army types.  The battles start automatically but you are not even taken to the battlefield automatically so you can ened up missing the battle if you dont go there right away.  I read the other reviews but I thought the sencond one was such fun I should give this one a try.  Big mistake  save your money.",0.0,Not nearly as good as the second one!,1106956800,"01 29, 2005",672,negative
35394,AUQQVMBVBOWL1,B000083JXT,"Charles ""Altered Confusion""","[4, 7]","I've been with this series since the beginning. The first one rocked, the lands were huge you got to do so much stuff. The second one blew, you played on itty bitty lands and it blew. So I figured that the 3rd would be a return to the first, man was I wrong it was like the 2nd but more land, but as a price taking care of your towns was gone, you just threw servant down on a land and boom your done, what the hell, then to top it off when you attack ajacent lands you can basically destroy the crap out of it but you can't take control of it, that's not cool.The only reason why I give it a star is because I like the graphics in the battle screens, but other than that this game belongs in a bargain bin, and the places that have it should pay you to pick it up.",0.0,What are you thinking,1081987200,"04 15, 2004",765,negative
35395,A8CHYMJSTHST8,B000083JXT,"cybertext ""cybertext""","[5, 8]","It's a trick, get an axe!  I just bought it.  Save yourself the heart-ache.  Sierra is obviously having some problems, and this is not pretty.  Just say, ""No.""  Don't make me say I told you so.  Buy StarCraft by the same company.  Buy Lords of the Realm I, II, or the Siege Pack.  Try HomeWorld.  They didn't finish this game and released it anyway.  It is so bad, you'll just about cry.  Hint: If it was 1987, I'd give it a 4.  And, I'm not just writing for fans of first person shooters.  Oh, those people will climb the walls.  RTS people won't like this either.",0.0,This is just the demo right?  Right?!,1080604800,"03 30, 2004",565,negative
35396,A1I8XTYJHWX6N2,B000083JXT,"Gypsi Phillips Bates ""bilbiophile""","[5, 7]","After a LONG wait and much excitment, Lords of the Realm III did NOT live up to the hype.  It has none of the personality that II did, and is a shabby game over all.  It certainly doesn't compare to Medieval Total War.  Skip it completely, save your money, and buy a copy of Medieval instead.  MUCH better game.",0.0,Skip it,1084665600,"05 16, 2004",311,negative
35397,A3Z0AVHN6NFKH,B000083JXT,Idoru69,"[0, 0]","As reflected in other reviews here, Sierra took out all the best parts of this series: managing the economy, delicate balancing of army, and even basic interaction with your cities.  They took out the castle choices and the cool little videos.  Even though the battle graphics were pretty basic in the prior games, it was unquestionably more engaging than the 3-D graphics but dull and incomprehensible battles in this game.  In addition to the inability to control individual troops, I have had fighters attacking the air and other clipping issues.This game is simply not fun, and made me want to fire up Lords II to remember what this series used to be about.Get Stronghold or Lords II for a much better game.",0.0,They gutted it. . . .,1083628800,"05 4, 2004",711,negative
35400,AQDN96EFME5J2,B000083JXT,"M. Larsen ""diamond""","[6, 6]","I pre-ordered this game the day it was posted based on how much fun Lords Of The Realm 2 was.  Unfortunately, everything that made LOTR2 fun wasn't in here.  The territory values, the farming, the battle sounds...all gone.  The siege system is laughable, and the AI for both your own unit movements and the enemy movements are terrible.Now I know why the price was $19.99...not worth it.",0.0,Huge disappointment,1080086400,"03 24, 2004",387,negative
35401,A3OHDLWT8KAMV3,B000083JXT,P. Erasmus,"[5, 12]","This review is meant for the developers of this game and shall not be of much use to somebody who doesn't know this game.***The idea of real time on different levels (strategy & battle) is interesting but I find it a step in the wrong direction. Too many things happen too fast and one cannot make proper decisions. For instance - there's not enough time to properly look through the different vassals before assigning them - you have to grab & assign because somewhere else your attention is also needed. Often you miss out on nice battles because you have to attend to other matters. I still prefer the turn-based system. ***Many improvements are needed in the gameplay - I'm not going to try to list all the frustrations. If you're used to playing ""Total War"" then ""Lords of the Realm"" is a frustration. ***It sound as if I threw my ""Lords of the Realm III"" cd in the dustbin? No, I'm enjoying it. But I hope there shall be substantial improvements in the add-on or ""Lords of the Realm IV"".",2.0,"Tjaka, South Africa",1098748800,"10 26, 2004",993,negative
35402,A1RMGCJY22YIMZ,B000083JXT,"raginhood ""raginhood""","[2, 2]","If I could have give it negative stars I would have. Expecting an upgrade to Lords of the Realm II, what I/we got was a totally different game. IT's an RTS POS. Gone is all the fun of turn based micromanaging and playstyle. All that is left is what the Siege Pak of LOTR II gave us, battle battle battle, boring. There's lots better RTS games out there, heck you can get EMIRES DAWN of the MODERN WORLD for less than $20 on ebay now and it's 1000x better than this game. No demo, and I surely can see why, nobody would have bought it, except a few clicky babies maybe. I'm glad I had a seven day return policy, I only needed ONE though! This isn't even worth bargain bin $5 to me. I have too many GREAT RTS games than to play this. Heck MTW (Medieval Total War) is better. It's $20 or less also on ebay and probably here at Amazon.com also. This one's a dud. It's so much of a dud they won't let you say anything bad about it over at the official website forums. If you think I'm kidding go try. ;)",0.0,It's really worse than ONE STAR !,1079827200,"03 21, 2004",998,negative
35404,A4JP4T1F95D0A,B000083JXT,RG69,"[9, 9]","I was looking forward to this game.  I absolutely loved Lords of the Realm 2.  I can pick it up and even play it today and enjoy it greatly.  Part 3 however is awful.  All of the fun parts of 2 are gone.  The battles are boring, and the graphics are really dated.  The game is full of bugs and is just not fun to play.  Playing the game once feels repetative.  This game has no replay value at all.",0.0,So Bad,1139529600,"02 10, 2006",398,negative
35405,A38VF561T5RKP6,B000084313,Adam X,"[1, 4]",I don't know why but I've gotten 2 of these things now (both used) and neither had the ability to hold onto a save file after the first 5 seconds of gameplay. I'm going to half to save my money and get a new copy for over $100 if I ever want to play it.,0.0,No SAVE FUNCTIONS!!,1368230400,"05 11, 2013",253,negative
35406,AMP7TQRWAIE84,B000084313,"Adrian Cooper ""That Guy from Venus. :D""","[0, 2]","*PROS**Lots of towns, cities and islands to explore*Cute starters*Graphics improved in spades over Gold/Silver versions*Colorful*Interesting*Engulfing like the others*CONS**Too many ugly, and strangely creepy Pokemon to look at*Not as fun as the older games*Felt rushed*One main character (Boy) has white hair which was manage-able but the girl had wings as bangs (**LOL** I hated that! and picked the boy most of the time)*The Pokemon Gym Leaders weren't all that cool3.5 stars.",2.0,Didn't live up to the hype by a long shot.,1195689600,"11 22, 2007",479,negative
35407,A2FLZVYN0P6V41,B000084313,"Amanda ""DarkSiren929""","[1, 2]",This product was a waste of my money as it did not work properly. It deleted my saved data all on its own. I am not happy about it.,1.0,Pokemon Sapphire,1234224000,"02 10, 2009",131,negative
35411,A1IAQOSPATLKWO,B000084313,Ben Lehbert,"[0, 1]",Pokemon Sapphire another Pokemon game to the Pokemon franchise. This game and its counter part Ruby are nearly identical. You start off as a wet behind the ears kid who wants to become the Pokemon Champion. You play the game through with third generation Pokemon with some second and first gen as well.,2.0,Another Pokemon Review by me..,1205020800,"03 9, 2008",302,negative
35418,A30GPTKHN5SXKI,B000084313,David M Farnworth,"[27, 40]","As far as I'm concerned, Pokemon Ruby and Sapphire have been in the works for a very long time, but I have got to report the following pros and cons to you.  Here they are folks:Pros:1.  The backgrounds look impressive.2.  More badges and Pokemon to capture in your Poke balls, including the legendary robots like Greudon and Kyogre, and the legendary birds like Latios and Latias.3.  Up to 4 players can play.Cons:1.  The 2-on-2 battle mode can throw you off course.2.  The characters look terrible.3.  You can't trade Pokemon between GBC and GBA, which means, you'll have to redo your whole team from scratch.  Ouchichi!4.  The price is way off course.5.  Why would the whole Pokemon saga want to go on like this?Even though the total number of Pokemon is 351, buying all of these accessories and mastering the rest of Pokemon will become an impossibility!  Beware!  You'll need 2 GBAs, Ruby+Sapphire, and a link cable to complete mission 3.  Good luck!",2.0,"The title is good, but the price is slipping!",1042675200,"01 16, 2003",955,negative
35431,A35BKARXRL7XDD,B000084313,Kate Osterhoudt,"[0, 0]","Came in good condition, arrived within time frame, worked well except for the time clock did not work because something went dry which I don't recall seeing on the explanation of the game.",2.0,pokemon,1394409600,"03 10, 2014",188,negative
35440,A1C7BWPATO40VA,B000084313,Nathan T.,"[0, 1]","Hello, this review is by a guy that's been playing pokemon since it came out. I use to bring it to school and play it behind my large backpack as my teacher preached her head off. Got a B by copying girls. Life. Anyways.If you are new to pokemon, then this game should be great, why? A whole bunch of new pokemon. New stuff excites people, simple as that.However, unlike most people, I also see the negitive part in a game. Thats what makes a review useful.Bad Stuff:-For those who have been playing pokemon since the old times, you SHOULD be really bored with its game play now. Why? Let me ask you this. Has the game really change? To me, all it really did was add a girl rival, some new pokemons, new objectives, journey and settings, and new version name. TA DA. The game play is practically the same old game play it was from the first game. You catch pokemon the same way, pokemon fight the same way, same o same o. Just a little bit of added items.-Looking at some of the pokemons, you can tell they are getting desperate in creating them. Like they were in a rush. &quot;Oh I know, a bear pokemon, lets see, lets make it a teddy bear with weird patterns and call it this and that. Man I'm on a roll!&quot;. You should look at Gold and Silver version, wow! Desperate?-The pokemons are new but their stats and moves don't make them new. If you get my point. In fact, I think most of their lvl up moves are plain messed up and weak. Therefore making the game hard and even frustrating. The bug, plant, and poison pokemons are still stuck with extremely weak special attacks. The creators should play the game more before releasing stuff.Don't you ever wonder why the people with little imaginations are running the world and the ones with it are stuck on a computer typing reviews? The pokemon show is dying and they do nothing about it other than simply adding on more episodes.",2.0,An Old Pokemon Game Player Review,1081814400,"04 13, 2004",1884,negative
35444,A2RHYR5LHVYM20,B000084313,"""robert4567""","[3, 10]","This game is boring. You can onlty expoler Hoen and there's not a lot of Pokemon form the other games. You can't connect to the other games and after the elite foure thres nothing for you to do except cath all the pokemon. You can't even travel to fight people in Jhoto and Kanto. Thats why I liked Gold and Sliver but this is stupid. You still have to make due with only Four moves not six or five, but only four moves. and some of the new pokemon is ugly and even some look alike. Also in the Pelterbug forrest cath two Slakouth because you can trade one for a pokemon I can't pronounce in Peltaburg city. In Peltaburg city you have to fight roxanne. She has a Lv. 15 Geodude and LV.14 Nosepass. Nosepass uses a attacked call Rock to mp it reduces your ablie and doese Damage!!! Use berries if you have them. If you have Treecko there is a guy in route 104 that gives a TM called Bullet Seed. teach that TM to Treecko. Bullet Seed is a Grass move that attacks 2 -5 times. It doese crital damage to Rock and fighting pokemon. If you don't have Treccko, another good poke for the gym leader is Dustox. Level up a wrumple to lv.10 and learn confusion. and Gust at lv.13. At slateport, if you defeat all the trainers in the shack you get six Sodapop!!!",1.0,Worthless,1085270400,"05 23, 2004",1250,negative
35445,A23Z3YG5I7U67Z,B000084313,Samra,"[0, 2]","Ruby really disappoints me. The game is boring and has NO replay value.Don't get me wrong; Leaf Green was SO much better than this.You'd probably have more fun playing the other games, just skip this, you won't be missing out on much.",1.0,Boring.,1301961600,"04 5, 2011",234,negative
35448,A19LYRIDIGEO13,B000084313,Shadow,"[0, 3]","This game is horrible. Im basing this off of actual gameplay. Since I am anbiased gamer, I can say that this game series needs to end! The creators think that adding new PokeMon will save the series! Well it can not and will not. Adding new Pokemon, and a few new perks just is getting boring. Also there is basicly no stradegy whatso ever! Its like the stronger of the two will win, and nothing else. Its sooo boring looking for people to battle and just walking around getting badges is old too!!",1.0,So-So,1049673600,"04 7, 2003",498,negative
35449,A2Z6FT650NML9K,B000084313,Shannon,"[1, 4]","I'll cut to the chase.Goodies:New Pokemon.More updated-like.Better fighting.Baddies:All the classic all-time favorites such as charizard and mewtwo and been retired from this game.Dumb names and creatures. (who would think of mudkip? either a big fat party animal or a gay guy?)IQ dropped 10 points and gone to the 8 year olds.Cannot trade with other classic Pokemon games, so forget about your old favorites.I am very dissapointed... :(",2.0,Poopymon,1048464000,"03 24, 2003",437,negative
35451,A25VBWYWE2PF4X,B000084313,"SleepyJD ""JD""","[2, 65]","Enough with the Pokemon stuff already.  It's a fad that died out a few years ago, yet Nintendo's making a sequel with some of the most dated graphics I've ever seen.  The series hopes to get young kids into the RPG genre, which is fine, but for them to keep at it this long is abseloutely pathetic.  They should have scrapped this project and focused on the new Golden Sun game, an RPG series that's actualy GOOD and requires DEEP THOUGHT.  I doubt anyone over 10 is playing pokemon anymore.  But those who are should try to expand their intrests.  Maybe try a ""T"" rated RPG and see how much more comlex and interesting it can be.",0.0,Another Example of Nintendo Trying To Make Money,1043193600,"01 22, 2003",630,negative
35452,A3NJ402Y0HSDU6,B000084313,stef,"[1, 4]","Pok&eacute;mon has come a long way to here, but it's losing its touch.In 1995, a popular trading card game was brought to America from Japan.  It wasn't until 1998 a game for Gameboy was released, a game similar to the trading card game, become the greatest Pok&eacute;mon master ever.  Soon 1999 was here, and to go along with Red and Blue, Yellow.  Then later on down the road in the new era of the 21st century, 2000 and 2001 came Gold, Silver, and Crystal.  The storyline was exactly the same as before, with wierd twists.  Now, we have Ruby and Sapphire.  IT'S THE SAME!!!!!!!  Don't waste your money.",1.0,Shallowing out...........,1050624000,"04 18, 2003",606,negative
35458,A32GCOTGFJ9XC3,B000084318,"Alex Honda ""onyx575""","[4, 7]","I really loved playing the Legends of Zelda games on the Game Boy Advance, so I decided to buy Wind Waker and a game cube because it seemed this would be the last Zelda game where Link is still a child. He looks more like a Teenager in Twighlight Princess for the WEI system, so I took the plunge.The cartoon like graphics don't get on my nerves as much as some people, in fact Nintendo is known for it. What really worked me on this game was the camera when you faced the bosses.For some reason the camera was always trying to give me great shots of Link, which is nice if you're watching a movie but not good if you're facing a target that is trying to kill you! And once the camera view changed, so did the directional control. I find myself more than a few times stuck against a wall or in a corner, while the various bosses would let me have it!I also didn't like the way the camera would swing wildly to the front view of Link, like a reverse angle, everytime he would come out of a door when exploring. It gave me motion sickness after about five hours of game play.Another thing that was a problem for me was sailing to the next mission. It seemed to take forever and I couldn't steer the boat very well, especially when the sharks would come out and attack or trying to dig for treasure in the sea.Aside from the problems I've had with the game, the good thing was the cinematic after you launch the grappling hook. When you find a target that you can actually hook onto, the game cuts to a cinematic that shows the grapple flying around it. Actually this was also a bad thing because it happens when you are facing one of the bosses and it really gets annoying to see the cut-scene when your adrenaline is pumping.Another good thing is that all the established features of the other Zelda games are here including the reviving fairies, the puzzles, the interaction etc. and the involved story line.I just couldn't get past the camera thing.",2.0,"I Love Link, but...",1168128000,"01 7, 2007",1950,negative
35460,A2KLT8PCDS4YZY,B000084318,"Amazon Customer ""x_opp""","[0, 2]","Really I must admit when I first bought this game it was only to get the bonus cd with Ocarina of Time and Ocarina of Time Master Quest.  But Windwaker did ok.  The gameplay of Windwaker is good and the idea of applying it to the sea is pretty cool but the way Windwaker was implemented into the Zelda storyline was not very good.  I did find this game a little more challenging than Ocarina of Time so you can tell Nintendo is starting to make their games more challenging which, is a good sign.",2.0,Pretty Good,1050796800,"04 20, 2003",496,negative
35472,A1R602SXNGOMJ4,B000084318,A. Vegan,"[2, 8]","A long time ago when Zelda first came out, it was a lot fun.  The graphics were really cheesy but still a good time.  Now, the graphics are still cheesy but the game is terrible.  There's nothing worse for a game when you can't speed up the conversation; and there's a lot of it in this game.  It is one of the most frustrating games I've ever played.  I think this is one game you should rent first before buying, because it really is frustrating.",1.0,Too cartoonlike...cel-shaded,1140739200,"02 24, 2006",448,negative
35473,AFM12Q19YYJ4U,B000084318,Barry J. Roblin,"[1, 3]","The Nintendo 64 probably could have supported this game, both sound- and graphics-wise.  It is moderately enjoyable at times, and the sailing is a nice touch, but it did kind of feel like an Ocarina Of Time sequel.I'm not saying that this is not a decent game, it is, but it lacks challenge and the only reason you NEED the strategy guide is because it would take you forever to find all the stuff you need due to the vastness of the world that this is set in.That is about the only thing that requires the power of the Gamecube vice the N64.",2.0,Wierd... wierd.... childish.... not challenging...,1055980800,"06 19, 2003",542,negative
35500,A1W8K1R03VFRRZ,B000084318,"Dante ""Bad Mutha Boy""","[6, 23]","When Ocarina of Time for N64 came out, people were blown away.So naturally, when gamecube was released, people expected another great Zelda with realistic 3D graphics, and to everyone's shock (and to some's horror) Nintendo's next big Zelda was announced to use cell-shading technique, which provides cartoonish graphics for video games.I too was surprised to find this change, but nonetheless bought a copy at full price because, hey, it's Zelda. Soon my doubts cleared and I had a blast playing this masterpiece.To people that played Ocarina, this game will bring back the memories as it features many of the same sounds, music, and controls that were used in the N64 version. And although the cell-shaded graphics wasn't what people expected, it fits perfectly well into the atmosphere of the game, and once you get used to it you'll love it so much.When Wind Waker first came out, there were some critics that called this game childish and said it was a bad installment for the whole franchise. But time proved them wrong. The only childish thing about this game, if at all, is the difficulty which has been tuned down a lot compared to the N64 Zelda. Wind Waker is such a good game that it has even become my new favorite Zelda of all time, and that's saying a lot since most of the Zelda games are of grade A++.However, everything will soon change, at least I hope. The now-being-developed game of Twilight Princess has apparently made quite an impact on people that played it in E3, and now even the Cell-Shading hater can't say nothing to Zelda because it is gonna be as real as anything, like the code name for the project indicates, REAL ZELDA. Yes Link's body is gonna be proportional again in the next installment, yay?!Nintendo is really taking their time on Twilight Princess(years!! It was supposed to come out in 2005 but they decided to postpone it to make it even greater????) so it will undoubtfully be another masterpiece. If it's as good as Wind Waker you know I'll buy it. But I have a feeling that I will again be surprised =]Phhhh I try to keep my expectations at sane level but it's getting harder",0.0,Might even be the greatest Zelda so far,1150070400,"06 12, 2006",2122,negative
