review,cluster
"Number one - I love to blow stuff up and wipe out entire armies.  That's my idea of a good computer game.  This is not that kind of game.Pluses1) The graphics are good2) The user interface works well like other FPS3) Good weapons choices and usage4) Loved the musicMinuses1) Too much baloney between action scenes.  Only losers would say &quot;I replayed the game just to hear the conversations.&quot;2) See one again - especially the doggone training labs.  Where's the skip button?3) Reference one again - too much setup in the story.  Get me armed and let me exercise extreme prejudice.Read the positive vibes.  Many admit they don't normally like FPS games.  This might appeal to the wine and whine club, but if you want a real game - stick in the realm of unreal, half life, and quake.",4
"I bought this game for my girlfiend since she said she use to play it all the time.  She was not joking, she plays it quite a bit for a girl who does not play many videogames.  If you keep in mind that it is an old game, then you will have fun with it.",5
"Honestly, I believe that this packaging was made for parents who've heard their kids say the words ""I want AGE OF EMPIRES"", and who, unfamiliar with the series, will think that more is better.Truth is, once you play AOE II and its expansion pack, ""The Conquerors"",  you'll stick with that version.  The original AOE (and its ""Rise of Rome"" expansion pack) will just gather dust.  It's not that AOE and ""Rise of Rome"" are bad games.  Obviously, they're great games--which is why AOE was one of the highest-selling PC games ever.  But the improvements made  in AOE II and ""The Conquerors"" mean that game is simply more fun.  Make no mistake: it's no bargain that you're getting AOE and ""The Rise of Rome"" along with AOE II.  These are units Microsoft simply couldn't sell after AOE II came out.Still, it's possible this double-pack is priced right.  The list price of this Collector's Edition is exactly the same as the list on AOE II and ""The Conquerors"" combined.  Essentially, Microsoft is throwing the two older titles in for free.  However, Microsoft very frequently offers rebates when buying any of these titles separately.  As far as I know, this Collectors Edition offers no such rebate.  I'd therefore highly recommend that you see whether any rebate promotions are currently being offered by Microsoft before buying this Collector's Edition.  If there aren't any, go ahead and get this Collector's Edition.  But if there's a rebate, you really are better off buying just AOE II and ""The Conquerors"" separately--and putting the rebate in the bank.",2
"If they were trying to charge big bucks for this game I'd say forget it, but I'm adding my thumbs-up to all the other reviewers because it's a quality title for the price.  Think of Serious Same as a graphic update to Doom.  The game adds all the cool transparencies, lens flares, and other lighting effects, but it's pretty much a lot of running around in giant arenas and shooting everything that comes at you.My only complaint is the shotgun is too slow to reload in my opinion compared to the other FPS's out there.  You may find yourself using the rocket launcher more often.  Don't expect much AI - they all just run at you and either blow up or start swinging.  But it's a nice looking game and there's plenty of baddies to shoot down if you want to &quot;kill&quot; some time.",4
"Serious Sam is a great game untill it's over in about 3 hours.  Technically the single player take's about a day, but the fun, for me stops after about 3 hours because the game just become's boring and repitious.  So if you are looking for a great shooter with DEPTH than this is not the one for you.",4
"Serious Sam is a game that follows the old traditional style of Games such as Doom, Dukenukem 3d, and possibly Wolfenstein 3D.This game lacks in story definition and also fun factors. If you are looking for a game with the least amount of plotlines and alot of mindless shooting the enemy away, this is the game for you. Graphics are decent. Some of the characters appear so silly that it lacks what Dukenukem games had. There is one scene in level one where a couple weird mutants run up to you screaming with bombs in their hands. In my opinion this game just is not for me. Perhaps others would enjoy it.Gameplay = 8/10Graphics = 7/10Sound = 7/10Value = 7/10",4
"This was a good game, but it didnt have much of a storyline, and it was terribly short. In spite of that it was very fun, it gabve you an arsenal to blast away aliens in egypt. I have to give some compliments to croteam on their rendering, i havent seen 3d models that good since need for speed 5. Good job croteam. If you want buying advice, i say get it if you want to beligerantly blast away aliens. It is very arcadeish. It was worth [the money]... If you have a lower-end system, stay away from this game, it requires some beefy hardware, I reccomend a geforce 3.So the final verdict, its a blast em game with no story and  has good graphics, will get old fast but is fun. Go for it!",4
"This had the potential to be a great game, but fell short. The other 3 three reviews on here are a bit harsh I think. If you can find this game... as I did, it is a very entertaining game. Being built on the Halflife engine is a plus too. I thought the female voice over of the computer lady was excellent and that the computer lady character itself was pretty cool too, but was kind of out place in this game's setting though.  There needed to be more variety in the different levels of the game. It spent way too much time in the second area, the alien planet, than it should have, and too short of a time in the western area which was excellent in my opinion.  But I have to say that the previous three reviews made this game sound a whole lot worse than it actually is.  I enjoyed the game for what it was and I think most people who enjoy good entertaining fps games would probably enjoy this one too.",5
"Yes, the graphics and the music are great, but what about the game play? Aside from the fact that the controls are not easy to learn, this game features an absolutely ridiculous line of site and AI. Even the graphics do not satisfy when you consider that only 4 camera angles and only 1 camera height is available. This game is a waste of time. If you want to see great visual effects, go to the movies or buy the new Medal Of Honor. If you want a real strategy game with amazing realism and inexhaustibly fun game play, get Combat Mission.",5
"realMYST is an update to the original Myst back in the early to mid 90's. This time, you get a full screen of graphics that you can freely move in. No keyboard commands are needed; everything is mouse driven. This is a big plus in the days of mastering several keys to play a good game. The graphics have been updated and they are gorgeous. You can now look at the side of a building or behind something you never got to see. The sounds have also been updated to an extent. Much of the music is updated, but many sounds remain, which is OK. The videos inside the books with the missing pages are the same and the message to Catherine is really not as good (graphics wise) as the original. My only complaint is that all of the free movement is very slow. Now, I have a Celeron 400, but I also have a Voodoo4 32MB graphics card, and it screams on games like Elite Force. But realMYST is choppy and slow. However, this can be overlooked, because revisiting the sites of MYST in real 3D is a joy.",2
"Yes, the graphics are very good but the game is akin to an interactive painting. And so what about the graphics? Whoopee, most games have good graphics nowadays too but GOOD games have some meat to them. RealMyst does not; it's a very bland game for people who don't like real gaming experiences.After fifty minutes of looking at the pretty pictures, I was bored to tears and began the uninstall procedure. Phooey!",5
"I am an avid Myst/Riven/MystIII fan. I bought realMyst to see the advanced graphics added to it..ie: Day,Night,Rain,Sun,and special effects. The game is really choppy. I even advanced my system, but it didnt help. I believe you shouldnt have to go any kind of frustration when playing a game and this one had a lot of choppiness and delayed reactions even after I upgraded my system. Too frustrating.",2
"I had never played Myst before and I wanted to give it a try because of its popularity.  My biggest gripe is that the game offers no options. Every game I know of allows a player to customize the controls.  I always use the inverted mouse look--pull back, look up; push forward, look down.  I use this in Quake, Unreal, Thief II,  Hitman codename 47, Forsaken, System shock 2, Half-Life etc. etc.  Real Myst does not give me a choice, and I am not going to change my personal style for one game.  The mouse is too sensitive, and there is no option to adjust it (as in other games).  The &quot;walk&quot; mode is way too fast.  So, just try playing a game where you seem to be running all the time, the mouse operates backwards, and is too sensitive in its left to right movement.  Well, I can just stand there and admire all the scenery, I guess.My system is a Dell XPS B733r (733 Mhz coppermine, PIII) with a geForce 256, 64MB DDR RAM 3D card, 128MB RDRAM, Soundblaster Live audio.  Actually, the music in the game is very nice, and the graphics great.",2
"Great concept, but if you don't mind the game play slowing you down because the playstation can't keep up (oh and by the way the person you are chasing doesn't slow down) then its a great game the will just frustrate the hell out of you.",7
"Driver 2 is a poor game for the Playstation.The Wheelman is back in driver 2 for playstation and who truly cares about it?  Why this game was produced for the Playstation is beyond me.  This is a game that is meant for the PC and not the limited processor of a Playstation.  I saw the difference in the orginal Driver for Playstation and Driver for the PC and the gameplay experience was completely different.  I'll wait for the creators to code Driver 2 to the PC, so we can actually enjoy the game.  The graphics are horrible, horrible and horrible.  Anyone who says the graphics are excellent must have some bad eyes or have never seen any other game system besides a playstation much less a computer.  During the Gameplay it is very apparent that the coders of the game did not fully optimize the game for Playstation as you can see in many parts of the game where the framerate drops.  The framerate drops?  What the heck is this on a Playstation?  I have not seen any processor or memory upgrades for a playstation, so why would a game I am playing be too much for the playstation to play without any errors or holdups much less framerate drops.  This is totally ridiculous!  I have a very good feeling that the creators of Driver 2 made a PC version first then coded it back to Playstation format which would explain the buggy and slow gameplay in some areas.  I do have to admit the game is very fun to play and would be even more enjoyable if the game would actually be better than the orginal.  The mission are very good and you can pass them easily if your gameplay does not slow down, but if it does you will be pushing the restart button after you fail the mission.  The cutscenes are ok and I just love the beginning scene where the man with the sawed off double barrelled shot gun fires off about 8 shots without reloading, very clever indeed.  RENT, do buy this game unless the only thing you have in your house is a Playstation.  And if I see a Driver 3 for playstation, I might just drive myself into a wall in frustation.",7
"I'm not sure what to think of this game; every positive point the game tries to make is cancelled out by a negative.  The missions are original, but require long load times and are extremely difficult.  The game is detailed, yet the game runs choppy.  Multiplayer sucks period.  Better than the first, but I wouldn't buy it.",5
"The frame rate is realy bad, and the pop up is pure death! Auto Destruct was a good game, it came out in 1997, but it didn't have this much damn pop up! The first Driver felt like it was based in th 70s, but this felt like it was based in the 90s, but with 70s cars. It's just ugly! I'll sell it, if I can find anyone who wants it!",1
"Little phrases describe this game better than &quot;waste of time&quot;. Once players get past the needlessly lengthy (and unskippable) 2 minutes of opening cinematics, they're 'treated' to some of the worst gameplay, realism and overall fun on the otherwise fantastic Playstation console. Each level is filled with unnecessarily difficult quirks, ranging from invincible opponents to hidden obstacles. A picket fence now has to power to halt a speeding automobile dead in its tracks, as does a small dumpster. One level asks you to 'highjack a truck', getting to mention that this 12 ton hauler can out-accellerate and handle your 2-ton sports car. Adding to the &quot;fun factor&quot; is the unwavering, needlessly impervious opponent that starts directly behind you, pushing you out of control almost instantly. As a sort of cherry on top, you're given a time limit. What fun. I enjoyed the original Driver, and found myself hoping for something similar here. Alas; no such luck. Don't make the same mistake I did... you'd be better off spending your money elsewhere.",1
"When Driver 1 was released, that had to be one of the greatest driving games around in 1999.  Although, when Infogrames released Driver 2, I wasn't sure where they were heading.  The first thing I noticed about Driver 2 was the way the graphics looked and how slower the frame rate was.  The graphics looked very dry and had a used type look in which I wasn't pleased about.  There's also frame problems when your car gets smashed into a building.  Driver 2 has the same Survival driving mode, although not as exciting as in Driver 1.  There's something about this game that makes the value go down.  In Driver 1, you would just drive around Los Angeles in the downtown area, just enjoying the traffic and the cops chasing you.  Driver 2 doesn't have that value -- even though you can play Las Vegas at night -- just doesn't make it.  Although, its story does make up for the game, and the semi-realistic gameplay is present -- smashing cars up.  I just don't have the enthusiam to play this game because of its lack of action and realism.I loved Driver 1 and still play it today, but I have Driver 2 and it's just under my other playstation games--you're going to be dissappointed with Driver 2--if you loved Driver 1 in most cases.",1
A fast and fun game for older kids.Do to the violence I wouldn't recommend it for younger kids.,1
"Driver 2 is a semi-realistic driving simulation game.  It has an okay story-line, but really wears down after so long.  The gameplay becomes very limited as time wears on.  Running from police officers, escaping from your car, finding a new car, and getting in trouble with the law again only can provide fun for a limited amount of time.  This game is a good stress reliever when you are tired of constant thoughts and concerns.  It does give you a quick fix to end your stress for a little while.  It functions the same to briefly interrupt boredom.  However, the game doesn't have much lasting replay value.  For this reason, I only recommend it if you can buy it without hurting your wallet substantially.",1
"Driver 2 is a pretty good, well designed game that fits the same sort of steoriotype that GTA3 used. Except, Driver 2 has many, many, flaws. First of all, it's just to darn hard, some of these goals, like 'Stop The Truck' in Havena, were so nerve racking i didn't want to touch the game for months. Another flaw is that you cannot have any weapons, you cannot have any cheats to access all the cities, and you cannot really go much of anywhere except the same area of a city.Even with its MANY flaws, Driver 2 is still better than those early GTA's, isn't it? With a very challening Undercover mode, a Free Ride mode, and multi-player games with split screens, Driver 2 is a decent game for PS1 that will keep you occupied for a while.",7
"Driver 1 is one of my all time favorite games so of course I went out and bought Driver 2 as soon as it came out. When I played it I couldn't believe that this was made by the same company that made the first outstanding game. The graphics are hardly impressive, the control is loose, the speed is sluggish and it's just not a user friendly game. At some points you end up hating the game because you have to restart so much each time you fail a mission. They made this game extremely hard. My friend is a gaming fanatic. He plays games all day everyday. He's an expert at them. But even he couldn't get past the first disc of this game. We've both given up. Now, if I'm going to play Driver 2 it's just for the free drives around the cities. I'm looking forward to a Driver 3 on Playstation 2 but I hope Infogrames will fix all the problems this sequel had.",7
"Not as good as the first one, but it's still considered a classic in my eyes. Love collecting these old games. One day, they will be gone, but I will keep mine safe no matter what.",5
"Driver 2 was a good game when it came out.  However, now that Playstation 2 and Grand Theft Auto 3 have been released, there is literally no reason to bother with this game.  The graphics look bad, even for PS1.  The frame rate is choppy, and the missions are so ridiculous that you will find yourself doing them over and over again.  There are many annoying glitches as well, like falling through the street for no reason (game over), and cops that smash your car over or through walls and buildings, trapping your vehicle in them.  Also, the vehicles seem to drive VERY SLOWLY on the streets.  pedestrians run from your car to avoid being hit, and if your car does hit them, they pass through the vehicle as if through thin air.I will give some credit to this game-- the &quot;take a ride&quot; feature allows you to drive freely through very realistic renderings of Chicago, Havana, Las Vegas and Rio.  The cops, however, will chase you for no reason and smash your car until it is destroyed-- that is unless you can outrun them.",1
This is a wicked bad game. Its its also wicked hard. Basically all you do is run a round like a mad man and kill things. Sounds fun. Guess what. ITS NOT. I mean you have to repair your weapon!! What the heck is that all about. And theres boxes that you open and they turn into ENEMYS! YUCK!,4
"This isn't a bad game. Reminds me a lot of Zelda. Dungeon based game system. I found the leveling up of weapons to be very interesting and very fun. My biggest gripe is that this can often times take forever to do. Plus, you can evolve weapons into bigger, better weapons, but again, this can take forever. In essence, the game should only take about 20 hours from beginning to end but has taken me 40+ hours to due leveling/evolving weapons. Graphics are fun but look like beefed up N64 graphics.",5
"""Zelda Killer?"" Only if that means copying Zelda in every way imaginable can make it superior. ""A league of its own?"" Not exactly, file this one with Legend of Dragoon as a predictably unoriginal, mediocre RPG. If you're looking for that game that will pick up this slump of good software for the PS2, you'll have to wait even longer.Now let me clarify this: I have not played Zelda 64 nor do I own a N64. I did not hear about how this was going to be a copycat of Zelda until I finished reading someone else's review a few minutes ago. That said, I still felt like I was playing a rather effortlessly made copy of it. For sheer curiosity, I tried Zelda at a friend's house. Even the grunts Link makes in-battle seems to be stolen from this game.What is the gameplay like? For ""Zelda-virgins"" such as myself, it was pretty good at first. It was easy to jump into, and hard to put down for the first 5 hours or so. Good, until, after quite some time in the game, nothing really happens in the storyline (a Sony RPG trademark) and after hours upon hours of repetitive gameplay (yet another Sony RPG trademark), it failed to keep me within its grasps.The graphics, while good, are nothing spectacular. They quickly get tiresome when you're in the same dungeon for 5 hours or more. Every level of the dungeons look the same, so if you have a high tolerance of environments as repetetive as the gameplay, you'll have no trouble there.And here's another staple, the immense amount of typing errors, the third sign of a Sony RPG. While there isnt much text, it was enough to make me want to send money to Sony to buy a spell checker for the sake of pity.Georama is almost innovative. It would be if Sim-City hadn't done this general idea first, and if it gave you more freedom. The villagers are very picky as to where their house should be placed. So picky that you'll wonder why Sony even bothered to let you build these villages at all.In general, buy this if you liked ""Legend of Dragoon"" or if you've never even heard of the Zelda series.",3
"I cannot believe how high a rating this game is getting. This supposed ""Zelda killer"" is nothing more than a dungeon crawl along the lines of Evolution on Dreamcast. Zelda tramples this bore into the dirt. It's got many similarities to Evolution: randomized dungeon levels, repeat visits back to town to restock on supplies so you can go back to the dungeon, bland enemies, that feeling of inane repetition. As for combat, where's the strategy? Where're the backflips, the dodges, the ability to take out an enemy in more than two fashions, the feeling that you're actually in the middle of a fight instead pressing one button a lot? Basically, you either combo them to death, or you use your charge up super move. Dungeons are bland. Basically, it's a bunch of rooms connected by tunnels. There are no puzzles or unique obstacles that have to be dealt with. There's no sense of discovery, no ""Aha!"" moments that are the great moments of Zelda style games. Every dungeon just feels like a dungeon. You're not discovering whole new worlds filled with nooks, crannies, and secrets waiting to be found, you're dungeon crawling, looking for loot and the key to the next level so you can do it all over again. Gameplay is repetitive. Venture to the dungeon, find the mystic balls and key, go back to town, build (which does have a minor appeal to it) and get supplies (did I mention your character has to have a drink of water every three minutes? Or that his weapon starts to wear down and break after killing five or six enemies?), venture to the dungeon and find mystic balls on the next level which looks exactly the same as the first. Ugh, ugh, ugh!",3
"Dark Cloud would make a really fun rental - you might be tempted to buy it afterwards.  However, whatever you see in those first few hours is all you're ever gonna get, because this game is very repetative.  It is basically a dungeon crawl - you explore random dungeons and fight monsters in real time, Zelda-style.  Sadly, Dark Cloud can't hold a candle to Zelda - it's missing great puzzles, great story, and any sense of exploration.  Each new dungeon has different &quot;wallpaper&quot;, but you will find that each random level has the same basic layout, which gets old very very quickly.  Getting experience is fun, because you level up your weapons, not your characters, and you can tranform weapons or even imbed their power in other weapons.  The best reward is finding town pieces in the dungeon, which you take to the surface and begin assembling, almost like SimCity.  I actually had lots of fun with this part, but there are only 4 towns total, so not much to it.  The graphics are nice, and at times amazing, especially in the towns, but in the dungeons I felt they were merely &quot;ok&quot;.  The plot is basic and uninteresting.  The the end, just an average game.",3
"Before the game was released, everytime the name &quot;Dark Cloud&quot; was mentioned, you're bound to see the name &quot;Zelda Killer&quot; in there too.  Well, I'm sorry, but it's not.  Zelda, has a better story and better gameplay.  Ture, the &quot;georama&quot;  feature is cool, you get to build your own towns and place anything whereever you want but it's just not enough.  Most of the game, you're going through dungines, looking for the pieces to build the towns.  This could have been tolerable it the dungines had different looking rooms. They don't. They graphics aren't what you would call a second generation.  They would have been more impresive if this game came out when the PS2 first came out.  Zelda is so much better because Zelda had so much more to do than just dungine crawling. It had a bunch of secret things and mini games, and it had a big world for you to explore. Dark Cloud has none of that.  There isn't even an overworld or whatever you call it.  You just go straight to the towns.  And in each town, you have to find the stupid pieces and rebuild the towns, then repeat the process.  Now, for the combat.  It's totally like Zelda, except you constantly have to go and buy repair powder because guess what, your weapons have a ceratain amount of hits before the break and disappear.  Also, you constantly have to go and drink water because you get thristy.  Sure, it's realistc, but we get games to escape to a fantasy, to do things we can't do, and to have fun.  You want thrist?  Go run 20 miles non-stop.  The characters don't look unique at all.  The main character looks like Link except for the hat.  And the flying god looks like the flying dog from the Neverending Story, if you've ever seen that movie.  This game was interesting for the first 30 minutes, but when I saw what you basically have to do for the rest of the game, it got old pretty quickly.  I suggest you rent the game before you see if you can look past all these cons.",3
"I can't even really say this is a fake Zelda, because they tried to copy and came up with a repetitous counterfeit. Over 100 hours of the same thing, over and over again. I maxed out my sword and didn't even get a reward. I wouldn't wish this life stealer on my worst enemy, that's why I through it in the garbage. Negative -5 and yes, I beat it. Ocarina Of Time a positive +1,000 stars.",3
"This was a BAD game.  Graphics were sub-par.  Gameplay was easy.  After one weekend of playing, I almost completed everything.  For an RPG, give me a challange, please.",5
"This game is absolutely horrendous.  You go back and forth to the same ugly looking dungeon looking for georama pieces.  On top of that he gets thirsty every 30 seconds and is sword breaks which makes it weaker.  Very very annoying.  What is up with the building of the town?  I want to play an RPG not sit there and build a town.  If I wanted to manage a town I would go play Sim City or something like that.  I bought this game a  while ago, and played for a total of about 2-3 hours before saying &quot;screw this&quot; and shelving it forever.  I recently bought a game called ICO, which is also made by Sony, now that is a masterpiece (Sony's redemption).  This is a horrible title, go buy ICO instead you'll be happier...trust me.",3
"I've played dozens of games in the this genre, and while this might have been great in its day, every mechanic in Dark Cloud is done better by another title I've enjoyed more.  Compared against other mystery dungeon runners on PS2, The Nightmare of Druaga is much better, and Baroque just blows this game out of the water on style points. If you are an adult gamer who likes sci-fi, and wants a unique mystery dungeon experience, buy Baroque PS2 instead.""Repetitive"" is the game's theme. Graphics aren't varied -- only tunnels and the same rooms, with no secret tunnels/areas that make the genre surprising and enjoyable.  (Azure Dreams on ps1 does this so much better...)  The ""lock on"" makes the camera go crazy, and crazy cameras give me a headache. So because this function was useless, I was forced into clumsily seeking after enemies, who often got easy hits on me, and that experience quickly bored and annoyed me because I fighting the controls, not the monsters. I only played for a few hours before I decided there were randomized mystery dungeon games I enjoy more with similar themes. (This is no Zelda... heck, it's not even as fun as Dark Legion: Vampire Apocalypse or Chocobo's Dungeon.)Don't buy this one.",3
"Dark Cloud is a game about Toan who is given the power to stop evil. The story was great, sound was great but their are no voiceovers, and gameplay was great. The only thing that is a little frustrating/annoying is the level up system for the weapons. I think it takes kind of long to level the weapons up. Level 5 should have made the leveling up system better. Still Dark Cloud should not be missed.",4
"OK, so I bought this game on a whim, my collection was getting boring.  I put the game in, played for a little while and thought the game was alright.  I can't tell you too much of the story, but the object of the game is to go into these dungons, fight monsters, get the items in the sphere things, leave the dungon and rebuild the town that you are in.  The first town and dungon is pretty fun.  You are able to rebuild the town anyway you'd like.  However, if you listen to the townspeople when ever you start to rebuild, they will give you hints on where to put things.  OK, so I finished the first town and went on to the second.  That's were it became repetitios.  Same old thing, just in a different town.  Go into dungon, fight monsters, get items to rebuild town... BLAH, BLAH, BLAH.What makes it even worse is that when you are in the dungon, you have to keep an eye on your water supply.  When you run out of water, you start to lose health.  And, your weapons only have a few attacks before breaking.  Keep an eye on your weapon also, when it's about to break, you have to use a Weapon Recovery to fix it.  If you're too late and it breaks, your SOL.The characters in the game are rather annoying.  Especially the main guy, whom you can name whatever you'd like.  He doesn't talk which I don't like.  And has anyone else noticed he looks just like the main character from Dragon Quest VIII?  I know the two games are from the same company, Level 5 I believe, but come on, show some originality.Anyway, this is a game that kids will really enjoy.  There is nothing complicated to it, just really repetitious.Oh, one thing I forgot to mention.  When you are in the dungons and you decide to leave with out killings all the monsters, you'll lose half your money.  Same thing happens when you die in the dungon.  That really is lame.",3
"Well Level 5 had to start somewhere. So they gave us this... a blend of a roguelike dungeon crawler and Soul Blazer town rejuvenating. This game has its charms, and in the beginning is actually kind of fun. Crafting your own weapons and designing the town layouts are the strongest highlights. However, about midway through the charm wears off, and the formula becomes all too tedious. Basically Level 5 took what should be a 12 hour game and used time wasting methods to stretch that out to 30 hours. To see things through to the end, you'll need a mountain of patience and a bit of a masochistic streak (especially for the last boss). Supposedly Dark Cloud 2 (AKA Dark Chronicle) fixes all the problems this game has. So I would suggest skipping this one and going straight to its sequel instead.",3
"I give the graphics a good grade. The story an F. This game needed more dialog. I did like how it was a lot like soulblazer or actraiser, building the city. the music gets repetitive. I dont really understand why this game got good reviews. Its mediocre at best....",5
"Dark Cloud is a Zelda/Actraiser hybrid that seems to try too hard to be perfect on the town buidling part and neglects some things in the dungeon battles. For one, having to throw powder on your weapon to keep it from breaking is stupid. What idiot thought that idea up? Plus the weapon building system is long and complex and not really explained well enough. They should just have better weapons lying in treasure chests as you go along.",4
"How many of you remember the SNES slasher Soulblazer? Well, add improved graphics, weapons upgrades, and more control over the placement of town parts, and that's what you got. I will give the game its certain due, though. It borrowed the fishing mini-game found in the Breath of Fire series. A very fun distraction. The repetative dungeon crawl does become addictive as you attempt to gather gems, stones, and experience to convert your weapons, though I actually dozed off in 'Shipwreck', and when I shook myself awake I had completed another couple of levels... HOWEVER, the game does have redeeming factors. One, the graphics are okay+. Game control is very good. I do like the need to repair weapons as well as upgrade and transmute them. DC is the next best thing after Onimusha to come out on PS2. Don't get me wrong, I'm a die hard Sony guy, but they really needed a hit prior to the upcoming Dark Angel. Due to it's length, Dark Cloud is NOT a rental unless you get one of those 5 day specials and have 10 hours each day to dedicate. And this game DOES eat up time. Personally, I would wait for a friend to buy it, get bored with it, and then borrow it from him. Oh. Darn. I own it.",3
"Back in the day, when PS2 disc where ruled by their dark underbellies, a game called ""Dark Cloud"" emerged. The game that is considered to be like a Zelda game. Yes indeed, it did infact star a young main male character who is mute, opens chest, dungeon-crawls and has the game-play of an action rpg. But unlike Zelda franchise Dark Cloud has no over world map to travel upon and a cast of other playable character which wouldn't be in a Zelda game. Not to mention the multiple variety of swords that can be found inside dungeons or brought at stores, while Zelda has a few selected traditional weapons.  With that in mind let us considered this a zelda-knock off with a sprinkle of Final Fantasy and Kingdom Hearts genre.The gameplay is standard in this game. Basically slash your way through the levels while searching for the missing pieces of the villages and solve key items and puzzles to move onto the next level. Nothing too interesting about the combat. As for the Sims part of the game your just moving buildings around. Take a building, and place it where you want it to go. Certain buildings may have additional keys or storyline available if you are able to obtain them inside of the dungeon's. There are tons and tons of monsters in this game more than there are NPC's. This is a heavy dungeon-crawler, enemies will ""reappear"" if you leave the area or wait around too long. There also is a leveling-up factor. The more enemies that are defeated, the stronger the characters will become. Certain characters can form certain attacks which is key for advancing in the later stages.On the other-hand the storyline isn't that much in-depth and grabbing. Prince needed power for kingdom, seeks a way to gain that power and in the result is cursed. Prince ends up killing the girl he's interested in. Prince vows to put an end to the evil inside of him and goes into the future. Main hero must go back in time to stop the evil in the Prince. Fat Dark-Genie was an imitation and a mouse. This game is also loaded with some cuteness factor.It's a nice game with some good ideas but there are other games out there now that go beyond what Dark Cloud was during its peak in the gaming world.",3
"This is a fun and original game. Although, after playing for a while it got sorta old. The weapons you carry gain levels instead of you which was neat, but your character has to get items to become more powerful instead of gaining xp from creatures. Also there was no armor to wear which was disappointing. The rebuilding of cities was easy and time consuming. Fun but repetitive.",3
"One general word of advice.  Whenever you see a game that says &quot;randomly generated dungeons&quot;.........run.  A few high profile failures have tried this, (Anarchy Online anyone?).  The problem with random dungeons is just that........the whole game seems random.  There is no sense of fighting thru the underlings, to get to the &quot;boss&quot;.  Yes there is a boss at the end of every dungeon, but there is no progression that's immersive.The graphics are also very &quot;cutesy&quot;.  This is a good game for children under 12 or so, would be a nice first &quot;RPG&quot; for someone, but for serious gamers it becomes very boring very quickly.By far the most &quot;fun&quot; to be had in this game is goofing around arranging the towns you have to put back together.  Unfortunately, most of your time is spent in random dungeons, fighting random mobs, and it all begins to look the same VERY quickly.Rental only",3
"I recently bought a lot of classic PS1 games and wanted to complete it by buying the Gameshark adapter I once had. It works great, still has plenty of cheat codes in there for the 'ole classic games. A little pricey though, but worth in my mind.",7
"The great graphics and sound have been covered before, so I will only cover what I didn't like.No porsche. I like the 911's etc and it seems a pity that they are not there. I would also have liked to have seen some Lamborgini's.But my greatest disappointment is that there are no racing colours for all the cars. Only the pure race cars have the racing colours. What I loved so much about GT1 was taking an everyday car, customising it and having the option of giving it the colours. Sponsors and a number. It was really alot of fun to take a mirage or civic and turn it into a race car. You can still do alot of customising to the cars. But they will always be in the same colours and look the same as you when buy it. You can change the wheels which is cool. It was for me a great appeal to get each car to the race colours and added alot of depath to the game.It hasn't really improved that much. If you take away the great graphics then it is pretty much the same as GT1 &amp; 2. But with less cars, options and features.It is still a great game, and it is still alot of fun to play. But they could have done more and it could have been better. It is worth the money. But in many ways Gran Turismo 1 is my favourite. It blew me away and kept me captivated for weeks on end. I don't think GT3 is going to keep me as hooked.",1
"Gran Turismo 3 A-Spec tries to hide its craptacular and atrocious gameplay with the looks of a gorgeous racer. But then it's like when you look at a movie star on an HDTV, and you see its appalling horrors that lie within it. To start off the controls suck greatly. For example; when turning a corner you will notice how you can't seem to keep your vehicle on the road, and it constantly slips and swerves like you're driving in snow. Another problem; the absence of a sense of speed. When I was driving I never felt the sense of speed that should be in racers. Instead, it felt like I was maybe only going about 40mph or less. Problem #3; the lack of interesting tracks to race on. When going through the various tracks I never felt compelled to look at the environments around me solely for the fact that they were so boring. Problem #4; crappy career mode. Never, in my years of playing various racers did I ever go through a career mode that was so dull and made me feel so unwanting to complete it one day. Problem #5; crappy multiplayer. Wow, what a horribly dull and unexciting way to challenge a friend to a race! Here's how it went; we raced around the boring tracks, swerved like we were driving in snow, and we were totally bored. So, then he took the game out of his  PS2 and put in Kingdom Hearts... that is how bad the multiplayer is. The only positive thing; the amazing graphics, that was it.",1
"Gran Turismo was truly something phenomenal when it began on the original Playstation.  Now, on the Playstation 2, I think it's time to end the Gran Turismo series.  The game isn't BAD at all.  It's just ordinary racing.I think too much emphasis was put on realism and not enough on simply having fun.  Every car looks spectacular but they all feel exactly the same.  I find myself daydreaming while racing because, honestly, looking at good graphics all the time can only be interesting until the next updated racing title comes out, and then all eyes are focused on THAT game.I think I know why so many people are selling Gran Turismo for such a cheap price.  It's average.",1
I don't really understand why this game got so much hype really.  It's nothing special.  There really isn't anything great about this game.,5
"Grand Turismo is the best racing game on earth. The cars are exactly like the real thing. The reflections onto the car are very realistic as if you were driving it for real. The creators of the game made the speed, handling, acceleration and braking exactly as it would be in real life. they have millions of cars in the game like my pesonal favorite the viper GTS. like the first one the drivers test part is complicated. This time there is a line for the drivers test part that tells you what to do with the diferent coloring of the line. They have these new tracks for of road races. The tracks are somewhat complicated yet fun. So if you're a racing game freak then you'll love this game.",1
